### Instruction,### Human,### Assistant,text
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"BTC hourly update
$8418.78    |    -0.0029%📉
$BTC #BTCUSD #Bitcoin",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: BTC hourly update
$8418.78    |    -0.0029%📉
$BTC #BTCUSD #Bitcoin ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#DASH Price is 0.048257 (+0.00011980) #BTC / 404.992 (+2.56100) #USD. Market rank is 11. #dash #bitcoin #blockchain,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #DASH Price is 0.048257 (+0.00011980) #BTC / 404.992 (+2.56100) #USD. Market rank is 11. #dash #bitcoin #blockchain ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#SUB Price is 0.00004594 (-0.00000023) #BTC / 0.385555 (-0.00044) #USD. Market rank is 117. #substratum #bitcoin #blockchain,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #SUB Price is 0.00004594 (-0.00000023) #BTC / 0.385555 (-0.00044) #USD. Market rank is 117. #substratum #bitcoin #blockchain ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#EOS Price is 0.00078344 (+0.00000327) #BTC / 6.57491 (+0.05265) #USD. Market rank is 6. #eos #bitcoin #blockchain,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #EOS Price is 0.00078344 (+0.00000327) #BTC / 6.57491 (+0.05265) #USD. Market rank is 6. #eos #bitcoin #blockchain ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#ADA Price is 0.00002250 (-0.00000008) #BTC / 0.18882 (+0.00003) #USD. Market rank is 6. #cardano #bitcoin #blockchain,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #ADA Price is 0.00002250 (-0.00000008) #BTC / 0.18882 (+0.00003) #USD. Market rank is 6. #cardano #bitcoin #blockchain ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@harto So Russian hackers can use it's processor to mine bitcoin.,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @harto So Russian hackers can use it's processor to mine bitcoin. ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},sse in medium for doubling for deposit#FLOGmall#blockchaun#bitcoin#btc#etherum#ico,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: sse in medium for doubling for deposit#FLOGmall#blockchaun#bitcoin#btc#etherum#ico ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"#Bitcoin $8,411.65 v #BitcoinCash $966.57 (BTC/BCH 8.7), Avg Transaction fee for #Bitcoin ~$1.32 v #BitcoinCash ~$0.10 - 2018/03/23 13:00JST",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #Bitcoin $8,411.65 v #BitcoinCash $966.57 (BTC/BCH 8.7), Avg Transaction fee for #Bitcoin ~$1.32 v #BitcoinCash ~$0.10 - 2018/03/23 13:00JST ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current price of Bitcoin is $8418.82 $BTC,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current price of Bitcoin is $8418.82 $BTC ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@PapixSatoshi @nanocurrency If Bitcoin we're to crash and burn right now, every crypto would become worthless. Be careful what you wish for",Negative,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @PapixSatoshi @nanocurrency If Bitcoin we're to crash and burn right now, every crypto would become worthless. Be careful what you wish for ### Assistant: Negative"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Current Bitcoin price (USD): $8,413.21. Changed -299.68 USD since yesterday. Data last updated 15 minutes ago. #bitcoin #bitcoinprice",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current Bitcoin price (USD): $8,413.21. Changed -299.68 USD since yesterday. Data last updated 15 minutes ago. #bitcoin #bitcoinprice ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#Binance Lists WanCoin ( $WAN ) #bitcoin #Bittrex #ethereum,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #Binance Lists WanCoin ( $WAN ) #bitcoin #Bittrex #ethereum ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#Bitcoin Price 8418.82 USD via Chain,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #Bitcoin Price 8418.82 USD via Chain ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@CryptoGat When Bitcoin on Binance? It use a pumpy to prevent the dumpy you know 😝,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @CryptoGat When Bitcoin on Binance? It use a pumpy to prevent the dumpy you know 😝 ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Bitcoin percentage of market cap: 44.33 %
#BPOMC #Bitcoin #Altcoin #Blockchain #Cryptocurrency #Dominance",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin percentage of market cap: 44.33 %
#BPOMC #Bitcoin #Altcoin #Blockchain #Cryptocurrency #Dominance ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Bitcoin 8418.82 $,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin 8418.82 $ ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@CryptoGat When Bitcoin on Binance? It could use a pumpy to prevent the dumpy you know 😝,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @CryptoGat When Bitcoin on Binance? It could use a pumpy to prevent the dumpy you know 😝 ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},The current price of a #bitcoin is $8418.82. Have a nice day!,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: The current price of a #bitcoin is $8418.82. Have a nice day! ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"THE MOST INNOVATIVE AND LUCRATIVE WAY TO EARN BITCOIN
JOIN BITCLUB NETWORK!!",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: THE MOST INNOVATIVE AND LUCRATIVE WAY TO EARN BITCOIN
JOIN BITCLUB NETWORK!! ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current price of #Bitcoin is $8418.82 via Chain #BTCUSD #cryptocurrencies #blockchain,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current price of #Bitcoin is $8418.82 via Chain #BTCUSD #cryptocurrencies #blockchain ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current price of Bitcoin is $8418.82.,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current price of Bitcoin is $8418.82. ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current price of Bitcoin is $8418.82,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current price of Bitcoin is $8418.82 ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@RT_com Hey dope, it’s Costco.

It’s Bitcoin.

It’s Instant Pot.",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @RT_com Hey dope, it’s Costco.

It’s Bitcoin.

It’s Instant Pot. ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current price of #Bitcoin is $8418.82,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current price of #Bitcoin is $8418.82 ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Bitcoin $BTC | $8,420 (-6.82%)",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin $BTC | $8,420 (-6.82%) ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current price of Bitcoin is $8418.82 - please RT #BTCUSD,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current price of Bitcoin is $8418.82 - please RT #BTCUSD ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@taidi_ji How could Bitcoin absorb the value of a split window Corvette?,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @taidi_ji How could Bitcoin absorb the value of a split window Corvette? ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current price of Bitcoin is $8418.82 “Like” if thats good for you and “retweet” if thats not good for you #bitcoin #btc #bitcoinprice,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current price of Bitcoin is $8418.82 “Like” if thats good for you and “retweet” if thats not good for you #bitcoin #btc #bitcoinprice ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},BTC $8444.11 Down -$0.76 -0.01% in the last hour #bitcoin #bitsmart,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: BTC $8444.11 Down -$0.76 -0.01% in the last hour #bitcoin #bitsmart ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Sometimes you have to fight your friends harder than you do your enemies🔥

#bitcoin",Negative,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Sometimes you have to fight your friends harder than you do your enemies🔥

#bitcoin ### Assistant: Negative"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
